"UPM","VIV_SEL","HOGAR","NUMREN","P1_1","P1_2","P1_2_2","P1_2_3","NIVEL","GRADO","P1_3","P1_4","P1_5","P1_6_1","P1_6_2","P1_6_3","P1_6_4","P1_6_5","P1_6_6","P1_6_7","P1_6_8","P1_6_9","P1_6_10","P1_6_11","P1_7","P1_8_1","P1_8_2","P1_9","P1_10","P1_11","P1_12","P1_13","P1_14","P1_15_1","P1_15_2","P1_15_3","P1_15_4","P1_15_5","P1_15_6","P1_16","P2_1","P2_2","P2_3_1","P2_3_2","P2_3_3","P2_3_4","P2_3_5","P2_3_6","P2_3_7","P2_3_8","P2_4","P2_5","P2_6_1","P2_6_2","P2_6_3","P2_6_4","P2_6_5","P2_6_6","P2_6_7","P2_6_8","P3_1","P3_2","P3_3","P3_4","P3_5","P3_6","P3_7","P3_8","P3_9","P3_10","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_2_6","P4_2_7","P4_3_1","P4_3_2","P4_4_1_1","P4_4_1_2","P4_4_1_3","P4_4_1_4","P4_4_1_8","P4_4_2_1","P4_4_2_2","P4_4_2_3","P4_4_2_4","P4_4_2_8","P4_4_3_1","P4_4_3_2","P4_4_3_3","P4_4_3_4","P4_4_3_8","P4_4_4_1","P4_4_4_2","P4_4_4_3","P4_4_4_4","P4_4_4_8","P4_4_5_1","P4_4_5_2","P4_4_5_3","P4_4_5_4","P4_4_5_8","P4_4_6_1","P4_4_6_2","P4_4_6_3","P4_4_6_4","P4_4_6_8","P4_4_7_1","P4_4_7_2","P4_4_7_3","P4_4_7_4","P4_4_7_8","P4_5_1","P4_5_2","P4_5_3","P4_5_4","P4_5_5","P4_5_6","P4_5_7","P4_5_8","P4_5_9","P4_5_10","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_6_7","P4_6_8","P4_6_9","P4_6_10","P4_6_11","P4_7","P5_1","P5_2","P5_3","P5_4","P5_5","P5_6","P5_7","P5_8","P5_9","P5_10","P5_11","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17","P5_18","P5_19","P5_20","P5_21","P5_22","P5_23","P5_24","P5_25","P5_26","P5_27","P5_28","P5_29","P5_30","P5_31","P5_32","P5_33","P5_34","P5_35","P5_36","P5_37","P5_38","P5_39","P5_40","P5_41","P5_42","P5_43","P5_44","P5_45","P5_46","P5_47","P5_48","P5_49","P5_50","P5_51","P5_52","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7","P6_8","P6_9","P6_10","P6_11","P6_12","P6_13","P6_14","P6_15","P6_16","P6_17","P6_18","P6_19","P6_20","P6_21","P6_22","P6_23","P6_24","P6_25","P6_26","P6_27","P6_28","P6_29","P6_30","P6_31","P6_32","P6_33","P6_34","P6_35","P6_36","P6_37","P6_38","P6_39","P6_40","P6_41","P6_42","P6_43","P6_44","P6_45","P6_46","P6_47","P6_48","P6_49","P6_50","P6_51","P6_52","P7_121A","P7_121B","P7_121","P7_122","P7_123","P7_124","P7_125","P7_126","P7_127","EDAD","EDAD_MESES","SEXO","ENT","DOMINIO","ALTITUD","REGION","EST_DIS","UPM_DIS","ESTRATO","F_DESINF","F_DESINF_INSP","DIAS"
"03220","03","1","08","03","04","01","6","03","3","","05","07","1","2","1","1","2","1","1","1","2","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","1","2","1","1","1","1","1","1","1","1","01","2","1","1","1","1","2","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","1","1","2","1","1","1","2","2","2","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","1","003","46","1","26","1","1199","1","239","03220","3",2395,2680,1422
"03221","04","1","03","02","04","03","2","04","1","","66","10","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","1","2","1","1","2","1","1","1","2","2","05","2","1","1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","","","","","","","","","","","1","1","2","2","1","2","2","2","2","2","2","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","1","003","46","1","26","1","1199","1","239","03221","3",2457,2750,1470
"03222","02","1","07","99","","","","","","01","66","66","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","0","0","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","01","2","1","1","2","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","1","2","1","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","1","1","2","2","1","2","1","2","1","2","1","1","1","2","1","1","2","2","2","1","2","1","1","2","2","2","2","1","2","1","2","1","1","2","1","1","1","","","","","","","","","","002","34","1","26","1","1199","1","238","03222","2",1297,1297,1218
"03223","01","1","08","04","04","06","2","04","3","","66","12","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","1","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","1","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","13","1","26","1","1199","1","238","03223","2",2594,2594,583
"03224","03","1","05","03","04","03","1","04","3","","06","09","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","01","02","1","1","","","","","","","","","","","","","","","","","","","2","","0","0","0","1","0","0","0","0","2","2","2","1","2","1","2","2","1","2","01","2","1","2","2","2","2","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","","","","","","","","","","","1","1","2","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","1","","","","","","","","","","003","37","1","26","1","1199","1","238","03224","2",4241,4241,1162
"03224","04","1","04","02","10","12","5","10","2","","07","07","1","1","1","1","1","2","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","2","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","1","2","1","2","1","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","7","1","26","1","1199","1","238","03224","2",1414,1414,245
"03225","05","1","05","02","03","03","1","03","3","","66","01","1","1","1","1","2","1","2","2","1","2","2","8","1","1","1","99","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","2","2","1","2","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","1","2","2","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","29","1","26","1","1199","1","237","03225","1",3599,3599,919
"03228","03","1","04","02","04","03","2","04","1","","02","05","2","1","2","1","1","2","1","1","2","1","1","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","1","1","1","2","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","1","2","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","1","1","2","2","2","1","1","2","2","2","1","2","1","1","2","1","1","1","2","2","1","1","1","1","1","1","1","2","2","1","2","1","1","2","2","1","2","2","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","23","1","26","1","1199","1","238","03228","2",2674,2674,730
"03229","01","1","03","01","04","06","2","04","3","","01","03","1","1","1","1","1","2","1","1","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","2","2","2","2","1","1","1","1","02","2","1","2","1","1","2","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","1","1","2","1","1","1","2","2","2","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","2","1","2","2","2","2","2","2","1","2","2","2","2","1","2","2","1","2","2","1","1","1","2","1","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","1","2","2","1","1","1","","","","","","","","","","003","40","2","26","1","1199","1","240","03229","4",1855,1855,1294
"03229","02","1","03","02","10","09","3","10","3","","01","01","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","10","2","1","2","2","2","2","2","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","2","1","2","2","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","0","2","26","1","1199","1","240","03229","4",1855,1855,35
"03229","03","1","03","02","10","09","2","10","4","","66","03","1","1","1","1","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","1","1","2","1","1","1","2","1","10","2","1","1","1","1","2","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","1","1","1","1","1","2","2","1","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","58","1","26","1","1199","1","240","03229","4",3051,0,1837
"03229","04","1","05","01","10","04","1","10","4","","06","12","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","01","03","1","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01","2","1","1","1","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","1","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","16","1","26","1","1199","1","240","03229","4",3709,3709,566
"03229","05","1","05","01","11","02","1","11","2","","01","17","1","1","2","1","2","2","1","2","1","1","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","2","2","2","1","2","1","1","1","2","2","08","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","2","1","2","2","1","2","2","1","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","2","1","1","004","49","2","26","1","1199","1","240","03229","4",3051,3414,1520
"03234","02","1","05","01","04","03","2","04","1","","05","20","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","03","2","1","2","1","1","1","2","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","","","","","","","","","","","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","1","1","1","1","2","2","1","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","20","1","26","1","51","1","239","03234","3",1571,1571,687
"03238","03","1","03","02","10","05","2","10","2","","66","01","1","1","1","1","1","1","1","2","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","1","1","2","1","1","1","2","1","04","2","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","","","","","","","","","","","1","1","2","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","1","004","50","2","26","1","51","1","239","03238","3",2530,2831,1561
"03240","02","1","05","02","02","06","1","02","6","","01","05","1","1","1","1","1","1","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","1","1","2","1","1","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","2","1","1","2","2","2","1","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","28","1","26","1","51","1","237","03240","1",3950,3950,935
"03240","04","1","03","02","04","03","2","04","1","","66","05","2","2","2","2","2","2","1","1","2","2","1","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","2","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","1","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","","","","","","","","","","002","32","2","26","1","51","1","237","03240","1",3950,3950,1033
"03244","03","1","05","01","02","03","1","02","3","","66","04","1","1","2","1","2","1","1","1","1","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","1","2","1","1","2","1","1","1","2","2","01","2","1","1","1","1","2","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","","","","","","","","","","","2","1","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","55","2","26","1","1210","1","233","03244","3",2037,2778,1698
"03244","07","1","05","02","04","06","2","04","3","","66","08","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","1","1","1","1","2","1","1","1","2","2","10","1","1","1","1","2","2","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","0","","","","","","","","","","","1","1","2","1","1","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","2","2","1","2","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","2","2","1","2","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","1","1","","","","","","","","","","003","36","1","26","1","1210","1","233","03244","3",1867,1867,1126
"03244","11","1","03","02","08","01","1","08","1","","03","05","1","2","2","2","1","2","2","1","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","08","1","1","1","1","1","1","2","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","","","","","","","","","","","1","1","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","15","1","26","1","1210","1","233","03244","3",1867,1867,499
"03245","01","1","05","02","03","03","1","03","3","","04","04","1","1","1","1","1","2","1","1","1","1","2","1","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","2","2","2","2","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","2","1","2","1","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","000","9","2","26","1","1210","1","232","03245","2",1312,1312,307
"03245","05","1","06","99","","","","","","03","02","14","1","2","2","2","2","2","1","1","2","1","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","02","2","2","1","1","2","2","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","","","","","","","","","","","1","1","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","15","1","26","1","1210","1","232","03245","2",1312,1312,489
"03245","06","1","06","03","04","03","1","04","3","","66","66","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","01","2","1","1","2","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","2","2","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","2","2","2","2","1","1","2","1","2","2","2","2","2","2","2","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","002","24","1","26","1","1210","1","232","03245","2",1312,1312,755
"03245","08","1","03","01","04","03","2","04","1","","01","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","2","","0","0","0","0","0","0","1","0","2","2","1","1","2","1","1","1","2","1","00","2","1","1","1","2","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","1","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","1","004","56","1","26","1","1210","1","232","03245","2",2267,3092,1792
"03245","09","1","11","03","03","02","1","03","2","","66","05","1","1","2","1","1","1","2","1","2","2","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","1","1","2","1","1","1","1","2","01","2","1","1","1","1","2","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","1","1","1","1","1","1","2","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","2","1","1","004","55","1","26","1","1210","1","232","03245","2",4534,6183,1712
"03245","12","1","06","01","04","06","2","04","3","","66","66","1","2","2","2","2","2","2","2","1","1","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","04","1","1","1","2","2","2","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","2","1","1","1","1","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","1","1","2","2","1","2","2","2","2","1","2","1","2","2","1","1","1","1","1","2","1","2","2","2","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","1","","","","","","","","","","002","34","1","26","1","1210","1","232","03245","2",1312,1312,1079
"03245","13","1","09","04","10","04","2","10","2","","12","12","1","2","2","1","2","2","2","1","2","2","2","2","1","1","2","","","","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","2","1","2","2","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","14","1","26","1","1210","1","232","03245","2",2625,2625,458
"03245","19","1","08","01","02","06","1","02","6","","02","13","1","1","1","1","2","1","1","1","1","1","1","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","2","2","1","1","2","1","03","2","1","1","1","1","2","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","1","1","2","2","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","004","48","2","26","1","1210","1","232","03245","2",2267,3092,1486
"03246","14","1","04","01","03","03","1","03","3","","66","99","1","1","2","1","1","1","1","1","2","1","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","2","2","1","9","1","1","2","1","1","1","01","2","1","1","1","1","2","2","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","","","","","","","","1","1","2","1","2","1","1","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","1","004","52","1","26","1","280","1","232","03246","2",1763,2404,1614
"03246","16","1","04","02","04","03","2","04","1","","03","05","1","1","1","2","2","2","2","1","2","2","2","1","1","1","1","02","07","2","","","","","","","","","","2","","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","00","2","1","1","2","1","2","2","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","","","","","","","","","","","1","1","1","1","1","2","2","2","2","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","001","13","2","26","1","280","1","232","03246","2",2041,2041,417
